Make,Model,Year,Body type,Colors exterior,Cylinders,Transmission
Ford,F-150,2000,Truck,"Silver Clearcoat Metallic(180,180,175);Toreador Red Clearcoat Metallic(100,45,20);Island Blue Clearcoat Metallic(50,120,120);Harvest Gold Clearcoat Metallic(134,127,108);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Bright Red Clearcoat(159,14,5);",V6,5-speed manual
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Chestnut Clearcoat Metallic(41,24,22);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Silver Clearcoat Metallic(180,180,175);Oxford White Clearcoat(203,205,196);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);",V6,5-speed manual
Ford,F-150,2000,Truck,"Chestnut Clearcoat Metallic(41,24,22);Oxford White Clearcoat(203,205,196);Toreador Red Clearcoat Metallic(100,45,20);Harvest Gold Clearcoat Metallic(134,127,108);Bright Red Clearcoat(159,14,5);Black Clearcoat(0,0,0);Silver Clearcoat Metallic(180,180,175);Amazon Green Clearcoat Metallic(30,41,41);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);",V6,5-speed manual
Ford,F-150,2000,Truck,"Harvest Gold Clearcoat Metallic(134,127,108);Chestnut Clearcoat Metallic(41,24,22);Island Blue Clearcoat Metallic(50,120,120);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Silver Clearcoat Metallic(180,180,175);Bright Red Clearcoat(159,14,5);",V8,5-speed manual
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Island Blue Clearcoat Metallic(50,120,120);Amazon Green Clearcoat Metallic(30,41,41);Oxford White Clearcoat(203,205,196);Silver Clearcoat Metallic(180,180,175);Toreador Red Clearcoat Metallic(100,45,20);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);",V8,5-speed manual
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Silver Clearcoat Metallic(180,180,175);Island Blue Clearcoat Metallic(50,120,120);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Toreador Red Clearcoat Metallic(100,45,20);Bright Red Clearcoat(159,14,5);",V8,5-speed manual
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Silver Clearcoat Metallic(180,180,175);Oxford White Clearcoat(203,205,196);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);Bright Red Clearcoat(159,14,5);",V8,4-speed automatic
Ford,F-150,2000,Truck,"Amazon Green Clearcoat Metallic(30,41,41);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Harvest Gold Clearcoat Metallic(134,127,108);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);",V8,4-speed automatic
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Oxford White Clearcoat(203,205,196);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Amazon Green Clearcoat Metallic(30,41,41);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Harvest Gold Clearcoat Metallic(134,127,108);",V8,4-speed automatic
Ford,F-150,2000,Truck,"Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Amazon Green Clearcoat Metallic(30,41,41);Bright Red Clearcoat(159,14,5);Chestnut Clearcoat Metallic(41,24,22);Black Clearcoat(0,0,0);Oxford White Clearcoat(203,205,196);Harvest Gold Clearcoat Metallic(134,127,108);",V8,4-speed automatic
Ford,F-150,2000,Truck,"Black Clearcoat(0,0,0);Amazon Green Clearcoat Metallic(30,41,41);Bright Red Clearcoat(159,14,5);Oxford White Clearcoat(203,205,196);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Chestnut Clearcoat Metallic(41,24,22);Harvest Gold Clearcoat Metallic(134,127,108);",V8,4-speed automatic
Ford,F-150,2000,Truck,"Amazon Green Clearcoat Metallic(30,41,41);Deep Wedgewood Blue Clearcoat Metallic(24,18,28);Oxford White Clearcoat(203,205,196);Black Clearcoat(0,0,0);Chestnut Clearcoat Metallic(41,24,22);Bright Red Clearcoat(159,14,5);Harvest Gold Clearcoat Metallic(134,127,108);",V8,4-speed automatic
Ford,F-150,2000,Truck,,V8,4-speed automatic
Ford,F-150,2000,Truck,"Silver Clearcoat(180,180,175);Oxford White Clearcoat(203,205,196);Bright Red Clearcoat(159,14,5);Black Clearcoat(0,0,0);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Red Candy Metallic Tinted Clearcoat(144,25,47);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Red Candy Metallic Tinted Clearcoat(144,25,47);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,4-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat/Ingot Silver(144,25,47);Pueblo Gold Clearcoat Metallic(161,148,131);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Blue Flame Clearcoat Metallic/Ingot Silver(45,94,155);Sterling Grey Clearcoat Metallic/Ingot Silver(110,109,104);Dark Blue Pearl Clearcoat Metallic/Ingot Silver(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);Oxford White Clearcoat/Ingot Silver(255,255,255);Tuxedo Black/Ingot Silver(25,25,25);Vermillion Red/Ingot Silver(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Red Candy Metallic Tinted Clearcoat(144,25,47);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic(52,63,91);Ingot Silver(174,178,181);Red Candy Metallic Tinted Clearcoat/Pueblo Gold Metallic(144,25,47);Royal Red Clearcoat Metallic(75,21,35);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Red Candy Metallic Tinted Clearcoat(144,25,47);White Platinum Metallic Tri-Coat(247,252,255);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Red Candy Metallic Tinted Clearcoat(144,25,47);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Blue Flame Clearcoat Metallic(45,94,155);Ingot Silver(174,178,181);Sterling Grey Clearcoat Metallic(110,109,104);Tuxedo Black(25,25,25);Oxford White Clearcoat(255,255,255);Vermillion Red(124,6,20);Red Candy Metallic Tinted Clearcoat(144,25,47);",V8,6-speed automatic
Ford,F-150,2010,Truck,"Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Dark Blue Pearl Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(52,63,91);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);White Platinum Metallic Tri-Coat/Pueblo Gold Clearcoat Metallic(247,252,255);Tuxedo Black/Pueblo Gold Metallic(25,25,25);Oxford White Clearcoat/Pueblo Gold Clearcoat Metallic(255,255,255);Royal Red Clearcoat Metallic/Pueblo Gold Clearcoat Metallic(75,21,35);Tuxedo Black/Pueblo Gold Metallic(25,25,25);",V8,6-speed automatic
